model_name,subjects,no_attacker_asr,avg_attacker_asr
Kimi-K2-0905,Biology,12.0,40.4
Kimi-K2-0905,Chemistry,15.789473684210526,36.84210526315789
Kimi-K2-0905,Engineering and Technology,0.0,35.10204081632653
Kimi-K2-0905,Geography,11.76470588235294,43.52941176470588
Kimi-K2-0905,Physics,22.448979591836736,34.69387755102041
Kimi-K2-0905,astronomy,2.127659574468085,16.595744680851062
Kimi-K2-0905,math,16.666666666666664,30.416666666666668
Qwen_Qwen2.5-72B-Instruct,Biology,10.0,17.6
Qwen_Qwen2.5-72B-Instruct,Chemistry,19.29824561403509,15.789473684210526
Qwen_Qwen2.5-72B-Instruct,Engineering and Technology,4.081632653061225,22.857142857142858
Qwen_Qwen2.5-72B-Instruct,Geography,11.76470588235294,26.470588235294116
Qwen_Qwen2.5-72B-Instruct,Physics,30.612244897959183,20.408163265306122
Qwen_Qwen2.5-72B-Instruct,astronomy,0.0,14.042553191489361
Qwen_Qwen2.5-72B-Instruct,math,14.583333333333334,12.916666666666666
claude-3-5-haiku,Biology,8.0,2.4
claude-3-5-haiku,Chemistry,19.29824561403509,3.859649122807017
claude-3-5-haiku,Engineering and Technology,2.0408163265306123,13.061224489795919
claude-3-5-haiku,Geography,14.705882352941178,5.294117647058824
claude-3-5-haiku,Physics,26.53061224489796,12.244897959183671
claude-3-5-haiku,astronomy,0.0,14.893617021276594
claude-3-5-haiku,math,16.666666666666664,5.416666666666667
claude-haiku-4-5,Biology,8.0,2.0
claude-haiku-4-5,Chemistry,19.29824561403509,3.859649122807017
claude-haiku-4-5,Engineering and Technology,2.0408163265306123,8.979591836734695
claude-haiku-4-5,Geography,14.705882352941178,1.176470588235294
claude-haiku-4-5,Physics,24.489795918367346,7.346938775510205
claude-haiku-4-5,astronomy,0.0,14.468085106382981
claude-haiku-4-5,math,8.333333333333332,6.25
claude-sonnet-4-5,Biology,12.0,5.6
claude-sonnet-4-5,Chemistry,15.789473684210526,14.385964912280702
claude-sonnet-4-5,Engineering and Technology,0.0,7.346938775510205
claude-sonnet-4-5,Geography,8.823529411764707,4.705882352941177
claude-sonnet-4-5,Physics,24.489795918367346,7.755102040816327
claude-sonnet-4-5,astronomy,0.0,14.893617021276594
claude-sonnet-4-5,math,10.416666666666668,7.083333333333333
deepseek-v3.2,Biology,12.0,23.2
deepseek-v3.2,Chemistry,14.035087719298245,17.543859649122805
deepseek-v3.2,Engineering and Technology,4.081632653061225,22.857142857142854
deepseek-v3.2,Geography,14.705882352941178,22.352941176470587
deepseek-v3.2,Physics,20.40816326530612,22.040816326530614
deepseek-v3.2,astronomy,0.0,14.042553191489365
deepseek-v3.2,math,14.583333333333334,14.583333333333332
deepseek-v3.2-speciale,Biology,10.0,61.2
deepseek-v3.2-speciale,Chemistry,17.543859649122805,51.92982456140351
deepseek-v3.2-speciale,Engineering and Technology,4.081632653061225,53.469387755102034
deepseek-v3.2-speciale,Geography,8.823529411764707,61.17647058823529
deepseek-v3.2-speciale,Physics,20.40816326530612,42.857142857142854
deepseek-v3.2-speciale,astronomy,0.0,20.0
deepseek-v3.2-speciale,math,12.5,28.333333333333332
doubao-seed-1-6,Biology,12.0,9.6
doubao-seed-1-6,Chemistry,15.789473684210526,7.719298245614036
doubao-seed-1-6,Engineering and Technology,6.122448979591836,23.265306122448976
doubao-seed-1-6,Geography,14.705882352941178,12.352941176470589
doubao-seed-1-6,Physics,24.489795918367346,19.183673469387752
doubao-seed-1-6,astronomy,0.0,14.893617021276597
doubao-seed-1-6,math,14.583333333333334,22.083333333333332
doubao-seed-1-8,Biology,12.0,10.0
doubao-seed-1-8,Chemistry,19.29824561403509,10.175438596491228
doubao-seed-1-8,Engineering and Technology,2.0408163265306123,24.081632653061224
doubao-seed-1-8,Geography,17.647058823529413,14.11764705882353
doubao-seed-1-8,Physics,20.40816326530612,29.79591836734694
doubao-seed-1-8,astronomy,2.127659574468085,15.319148936170212
doubao-seed-1-8,math,18.75,37.5
gemini-2.5-flash,Biology,8.0,52.0
gemini-2.5-flash,Chemistry,15.789473684210526,39.64912280701754
gemini-2.5-flash,Engineering and Technology,6.122448979591836,42.857142857142854
gemini-2.5-flash,Geography,14.705882352941178,57.058823529411754
gemini-2.5-flash,Physics,20.40816326530612,29.79591836734694
gemini-2.5-flash,astronomy,0.0,16.595744680851062
gemini-2.5-flash,math,16.666666666666664,15.416666666666666
gemini-3-flash-preview,Biology,10.0,6.8
gemini-3-flash-preview,Chemistry,15.789473684210526,15.789473684210526
gemini-3-flash-preview,Engineering and Technology,4.081632653061225,22.857142857142854
gemini-3-flash-preview,Geography,14.705882352941178,18.23529411764706
gemini-3-flash-preview,Physics,18.367346938775512,30.20408163265306
gemini-3-flash-preview,astronomy,0.0,14.893617021276594
gemini-3-flash-preview,math,16.666666666666664,26.666666666666664
gemini-3-pro-preview,Biology,14.000000000000002,15.6
gemini-3-pro-preview,Chemistry,19.29824561403509,28.42105263157894
gemini-3-pro-preview,Engineering and Technology,4.081632653061225,24.489795918367342
gemini-3-pro-preview,Geography,14.705882352941178,36.47058823529412
